REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","54","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","54","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","54","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","54","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
"2026-06-30 15:34:09","2026-07-01 00:00:00","2031-12-31 00:00:00","New","Al Murqabat","27500000","5000000","Non Free Hold","30","Unit","Hotel","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","153","",""
