TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-20238-2026","2026-06-30 11:16:30","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","4650000","259.85","259.85","3 B/R","B2-32, B2-33","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-20239-2026","2026-06-30 11:14:55","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Shop","2320696.8","107.8","107.8","Shop","B3-196,B3-197,B3-198","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","OBEROI CENTRE"
"11-20240-2026","2026-06-30 11:49:56","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","10237373","455.58","455.58","3 B/R","(2 Integrated)","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","FAIRMONT PALM RESIDENCE"
"11-20242-2026","2026-06-30 12:06:41","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","6375780","1096.92","1096.92","","","","","Dubai Parks and Resorts","0","0","",""
"11-20243-2026","2026-06-30 11:47:22","Sales","Sale","Ready","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","1500000","62.52","62.52","1 B/R","P2-070","","","","0","0","","Hills Park"
"11-20244-2026","2026-06-30 11:30:06","Sales","Sale","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","1250000","64.5","64.5","2 B/R","B2-22","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","Boutique Xll"
"11-20245-2026","2026-06-30 11:49:06","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","","2000000","278.71","278.71","","","","","","0","0","",""
"11-20246-2026","2026-06-30 13:45:50","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","615000","73.24","73.24","1 B/R","B2-49","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","RED RESIDENCE"
"11-20247-2026","2026-06-30 12:35:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","2100000","146.13","146.13","3 B/R","G-17, G-18","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","JANNAT","Emerald Vision Tower "
"11-20248-2026","2026-06-30 11:52:34","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1770000","130.57","130.57","2 B/R","G-104","","","","0","0","","The Hamilton"
"11-20249-2026","2026-06-30 12:07:25","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2600000","144","144","","","","","","0","0","","DAMAC LAGOONS - MALTA (2)"
"11-20250-2026","2026-06-30 12:18:46","Sales","Sale","Ready","Free Hold","Residential","CITY WALK","Unit","Flat","2300000","98.56","98.56","1 B/R","G18","","","","0","0","","Viridian"
"11-20251-2026","2026-06-30 12:05:06","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1387877","93.88","93.88","1 B/R","B4-17","Marina Towers","Marina Mall","Burj Al Arab","0","0","",""
"11-20252-2026","2026-06-30 11:55:05","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","5600000","134.33","134.33","2 B/R","B3-013","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Address Residence-Fountain Views"
"11-20253-2026","2026-06-30 11:44:17","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","350000","68","68","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20254-2026","2026-06-30 12:03:56","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","3000000","238.69","238.69","2 B/R","2073 , 2074","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-20255-2026","2026-06-30 11:49:47","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","510000","40.3","40.3","Studio","B2-236","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Laya Mansion"
"11-20256-2026","2026-06-30 12:05:13","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","535000","45","45","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-20257-2026","2026-06-30 12:30:57","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","875000","62.98","62.98","1 B/R","B1-26","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Azure"
"11-20258-2026","2026-06-30 12:05:42","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","99.3","99.3","2 B/R","M-5B-044","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20259-2026","2026-06-30 12:35:38","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","4950000","324","324","","","","","Motor City","0","0","","DAMAC HILLS - WHITEFIELD"
"11-20260-2026","2026-06-30 12:35:23","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","490000","45","45","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-20261-2026","2026-06-30 12:31:41","Sales","Sale","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Shop","6200000","113.52","113.52","NA","G-293, G-294","","","","0","0","","Sobha Hartland - The Crest"
"11-20262-2026","2026-06-30 12:30:43","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","1400000","32.72","32.72","Studio","G-29","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","Seven Hotel and Apartments The Palm"
"11-20263-2026","2026-06-30 13:41:52","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2500000","144","144","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (1)"
"11-20264-2026","2026-06-30 12:16:53","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","97.73","97.73","2 B/R","G-5B-154","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20265-2026","2026-06-30 12:27:04","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1100000","82.71","82.71","1 B/R","G-77","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Q Gardens Boutique Residences"
"11-20266-2026","2026-06-30 13:01:53","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","540000","33.03","33.03","Studio","B2-208","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"11-20267-2026","2026-06-30 12:34:17","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","71.3","71.3","1 B/R","M-5B-048","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20268-2026","2026-06-30 12:43:34","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1230000","69.24","69.24","1 B/R","B-81","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Oxford Gardens"
"11-20270-2026","2026-06-30 14:28:28","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","2500000","232.26","232.26","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"11-20271-2026","2026-06-30 12:41:46","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","67.81","67.81","1 B/R","G-5B-137","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20273-2026","2026-06-30 14:19:57","Sales","Sale","Ready","Non Free Hold","Residential","Al Baraha","Land","Residential","12500000","385.45","385.45","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"11-20274-2026","2026-06-30 12:46:04","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.09","64.09","1 B/R","G-5B-138","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20275-2026","2026-06-30 13:05:05","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","535000","49.98","49.98","Studio","G-3","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE)"
"11-20276-2026","2026-06-30 14:01:56","Sales","Sale","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Villa","8700000","356.77","356.77","","","","","","0","0","","Nad Al Sheba Gardens Phase 2 "
"11-20277-2026","2026-06-30 12:50:32","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.58","64.58","1 B/R","G-5B-144","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20278-2026","2026-06-30 13:48:40","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2350000","106.99","106.99","2 B/R","G-3C-067","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Lotus"
"11-20279-2026","2026-06-30 13:17:13","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1050000","80.45","80.45","1 B/R","P3-45","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","BELGRAVIA HEIGHTS II"
"11-20280-2026","2026-06-30 12:56:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1600000","64.09","64.09","1 B/R","M-5B-050","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20281-2026","2026-06-30 15:59:04","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","381000","21.13","105.63","Office","L3 3147, 3146","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","AG TOWER"
"11-20282-2026","2026-06-30 14:12:30","Sales","Sale","Ready","Non Free Hold","Residential","DUBAI WATER CANAL","Land","Residential","3250000","209.03","418.06","","","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-20284-2026","2026-06-30 13:45:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","98.67","98.67","2 B/R","G-5A-131","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20285-2026","2026-06-30 13:48:30","Sales","Sale","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","4990000","185.04","185.04","2 B/R","B2-01,B2-02","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","Canal Front Residences-CF5&CF6"
"11-20286-2026","2026-06-30 13:43:24","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","97.73","97.73","2 B/R","G-5B-149","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20287-2026","2026-06-30 13:34:09","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","450000","39.62","39.62","Studio","B2-37","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","EAGLE HEIGHTS"
"11-20288-2026","2026-06-30 13:57:44","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","5300000","134.44","134.44","2 B/R","B2-181","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Address Residence-Fountain Views"
"11-20289-2026","2026-06-30 13:49:23","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","620000","37.85","37.85","Studio","L2-C043","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"11-20291-2026","2026-07-01 08:09:52","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","2573429","149.61","149.61","2 B/R","B1-24","","","IMG World Adventures","0","0","",""
"11-20292-2026","2026-06-30 13:39:00","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","350000","41","41","Studio","P1 B48","","","IMG World Adventures","0","0","","SKY COURTS"
"11-20293-2026","2026-06-30 13:44:48","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5000000","159.51","159.51","2 B/R","B3-93","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","Opera Grand"
"11-20294-2026","2026-06-30 13:41:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","94.97","94.97","2 B/R","G-5B-153","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20297-2026","2026-06-30 13:40:30","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","9500000","343.29","343.29","4 B/R","2F-023, 2F-024","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","","5242"
"11-20298-2026","2026-07-01 08:04:59","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH GOLF","Land","Residential","25750000","871.08","871.08","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ROYAL GOLF VILLAS"
"11-20300-2026","2026-06-30 14:43:38","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","4700000","233.25","233.25","3 B/R","","","","Motor City","0","0","","ALMA-2"
"11-20303-2026","2026-06-30 14:08:09","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","13000000","272.05","272.05","Office","B6-001 TO B6-003","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE OPUS BY OMNIYAT"
"11-20307-2026","2026-07-01 11:37:40","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","4425000","255.03","255.03","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 12"
"11-20309-2026","2026-07-01 09:24:43","Sales","Sale","Ready","Free Hold","Residential","MUDON","Unit","Flat","990000","64.09","64.09","1 B/R","B-71","","","Motor City","0","0","","Mudon Views"
"11-20312-2026","2026-06-30 14:40:21","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","975000","74.11","74.11","1 B/R","G-79","","","Motor City","0","0","","DAMAC HILLS - GOLF PROMENADE"
"11-20313-2026","2026-06-30 14:23:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","97.11","97.11","2 B/R","G-5A-140","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20314-2026","2026-06-30 14:36:33","Sales","Sale","Ready","Free Hold","Commercial","Palm Deira","Land","Commercial","39000000","2400","2400","","","","","","0","0","",""
"11-20315-2026","2026-06-30 14:29:26","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","97.73","97.73","2 B/R","G-5B-150","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20317-2026","2026-06-30 14:51:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","94.97","94.97","2 B/R","G-5B-155","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20318-2026","2026-06-30 15:46:14","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","800000","156.32","156.32","3 B/R","G-109","","","IMG World Adventures","0","0","","QPOINT LIWAN-PLOT R005"
"11-20319-2026","2026-06-30 14:57:45","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Hotel Apartment","3125700","87.84","87.84","1 B/R","B-161","Al Sufouh","Mall of the Emirates","Burj Al Arab","0","0","","Azizi Mina"
"11-20320-2026","2026-06-30 14:58:04","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2400000","94.97","94.97","2 B/R","G-5A-134","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Canopy - Moor"
"11-20321-2026","2026-06-30 14:44:56","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Office","5000000","340.84","340.84","Office","B1-031, B1-032, B1-033, B1-034","Dubai Internet City","Mall of the Emirates","Motor City","0","0","",""
"11-20322-2026","2026-06-30 16:01:31","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","112500000","2233.39","2233.39","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"11-20323-2026","2026-06-30 15:31:49","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1350000","115.17","115.17","2 B/R","DMCC2082","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-20325-2026","2026-06-30 15:28:14","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","400000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-20326-2026","2026-06-30 15:22:36","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","8976399","563.44","563.44","3 B/R","P1-45,P1-46,P1-47","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ELITE RESIDENCE"
"11-20327-2026","2026-06-30 15:14:54","Sales","Sale","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","10500000","740","740","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-20328-2026","2026-06-30 16:27:00","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4200000","117.14","117.14","2 B/R","B3-3238","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ADDRESS DUBAI OPERA"
"11-20329-2026","2026-06-30 15:28:19","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2135000","138.5","138.5","2 B/R","B-308","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-20330-2026","2026-06-30 15:56:57","Sales","Sale","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Villa","5100000","202.03","202.03","","","","","","0","0","","Nad Al Sheba Gardens Phase 2 "
"11-20331-2026","2026-06-30 15:21:17","Sales","Sale","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","1575000","76.6","76.6","1 B/R","B1-12","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","Volna By Kasco"
